.hmiAlarms.lowerStacker.conveyorLevelerDriveNotOk,BOOL,,,,Var,ReadWrite,100
.hmiAlarms.lowerStacker.conveyorLevelerFault,BOOL,,,,Var,ReadWrite,101
.hmiAlarms.lowerStacker.conveyorLevelerNotHomed,BOOL,,,,Var,ReadWrite,102
.hmiAlarms.lowerStacker.conveyorLevelerNotInPosition,BOOL,,,,Var,ReadWrite,103
.hmiAlarms.lowerStacker.conveyorLevelerUpperSafetyLimitActive,BOOL,,,,Var,ReadWrite,104
.hmiAlarms.lowerStacker.conveyorLevelerLowerSafetyLimitActive,BOOL,,,,Var,ReadWrite,105
.hmiAlarms.lowerStacker.conveyorLevelerUpperLimitActive,BOOL,,,,Var,ReadWrite,106
.hmiAlarms.lowerStacker.conveyorLevelerLowerLimitActive,BOOL,,,,Var,ReadWrite,107
.currentOrder.order1.sheetM1,INT,,,,Var,ReadWrite,108
.currentOrder.order1.sheetM3,INT,,,,Var,ReadWrite,109
.currentOrder.order1.sheetQuantity,INT,,,,Var,ReadWrite,110
.currentOrder.order1.numberOfCuts,DINT,,,,Var,ReadWrite,111
.currentOrder.order1.sheetM2,INT,,,,Var,ReadWrite,112
.currentOrder.order1.sheetM4,INT,,,,Var,ReadWrite,113
.currentOrder.order1.sheetM5,INT,,,,Var,ReadWrite,114
.currentOrder.order1.sheetLength,INT,,,,Var,ReadWrite,115
.currentOrder.order1.numberOfCutsProduced,DINT,,,,Var,ReadWrite,116
.currentOrder.order1.counterReset,BOOL,,,,Var,ReadWrite,117
.currentOrder.invertOrderSide,BOOL,,,,Var,ReadWrite,118
.currentOrder.order2.sheetM1,INT,,,,Var,ReadWrite,119
.currentOrder.levelSelector,INT,,,,Var,ReadWrite,120
.currentOrder.order2.sheetM3,INT,,,,Var,ReadWrite,121
.currentOrder.order2.sheetQuantity,INT,,,,Var,ReadWrite,122
.currentOrder.order2.numberOfCuts,DINT,,,,Var,ReadWrite,123
.currentOrder.order2.sheetM2,INT,,,,Var,ReadWrite,124
.currentOrder.order2.sheetM4,INT,,,,Var,ReadWrite,125
.currentOrder.order2.sheetM5,INT,,,,Var,ReadWrite,126
.currentOrder.order2.sheetLength,INT,,,,Var,ReadWrite,127
.currentOrder.order2.numberOfCutsProduced,DINT,,,,Var,ReadWrite,128
.currentOrder.order2.counterReset,BOOL,,,,Var,ReadWrite,129
.nextOrder.order1.sheetM1,INT,,,,Var,ReadWrite,130
.nextOrder.order1.sheetM3,INT,,,,Var,ReadWrite,131
.nextOrder.order1.sheetQuantity,INT,,,,Var,ReadWrite,132
.nextOrder.order1.numberOfCuts,DINT,,,,Var,ReadWrite,133
.nextOrder.order1.sheetM2,INT,,,,Var,ReadWrite,134
.nextOrder.order1.sheetM4,INT,,,,Var,ReadWrite,135
.nextOrder.order1.sheetM5,INT,,,,Var,ReadWrite,136
.nextOrder.order1.sheetLength,INT,,,,Var,ReadWrite,137
.nextOrder.invertOrderSide,BOOL,,,,Var,ReadWrite,138
.nextOrder.order2.sheetM1,INT,,,,Var,ReadWrite,139
.nextOrder.levelSelector,INT,,,,Var,ReadWrite,140
.nextOrder.order2.sheetM3,INT,,,,Var,ReadWrite,141
.nextOrder.order2.sheetQuantity,INT,,,,Var,ReadWrite,142
.nextOrder.order2.numberOfCuts,DINT,,,,Var,ReadWrite,143
.nextOrder.order2.sheetM2,INT,,,,Var,ReadWrite,144
.nextOrder.order2.sheetM4,INT,,,,Var,ReadWrite,145
.nextOrder.order2.sheetM5,INT,,,,Var,ReadWrite,146
.nextOrder.order2.sheetLength,INT,,,,Var,ReadWrite,147
.currentOrder.lineSpeed,REAL,,,,Var,ReadWrite,148
.currentOrder.order2.sheetType,INT,,,,Var,ReadWrite,149
.currentOrder.order1.sheetType,INT,,,,Var,ReadWrite,150
.nextOrder.order1.sheetType,INT,,,,Var,ReadWrite,151
.nextOrder.order2.sheetType,INT,,,,Var,ReadWrite,152
.currentOrder.changeOrderRequest,BOOL,,,,Var,ReadWrite,153
.currentOrder.order1.pileQuantity,INT,,,,Var,ReadWrite,154
.currentOrder.order2.pileQuantity,INT,,,,Var,ReadWrite,155
.currentOrder.order1.pileQuantityProduced,INT,,,,Var,ReadWrite,156
.currentOrder.order2.pileQuantityProduced,INT,,,,Var,ReadWrite,157
.nextOrder.order1.pileQuantity,INT,,,,Var,ReadWrite,158
.nextOrder.order2.pileQuantity,INT,,,,Var,ReadWrite,159
.hmiCommands.upperKnife.powerONCmd,BOOL,,,,Var,ReadWrite,160
.hmiCommands.upperKnife.powerOFFCmd,BOOL,,,,Var,ReadWrite,161
.hmiCommands.upperKnife.cutCmd,BOOL,,,,Var,ReadWrite,162
.hmiCommands.lowerKnife.powerONCmd,BOOL,,,,Var,ReadWrite,163
.hmiCommands.lowerKnife.powerOFFCmd,BOOL,,,,Var,ReadWrite,164
.hmiCommands.lowerKnife.cutCmd,BOOL,,,,Var,ReadWrite,165
.hmiCommands.slitter1.enableAxisCmd,BOOL,,,,Var,ReadWrite,166
.hmiCommands.slitter1.resetCmd,BOOL,,,,Var,ReadWrite,167
.hmiCommands.slitter1.tractionMotorStartCmd,BOOL,,,,Var,ReadWrite,168
